,batsman_name,date,inning,opposition,runs_scored,num_out,balls_faced,num_fours,num_sixes,num_dots,batting_order,wicket_method,caught,not out,leg before wicket,bowled,hit wicket,run out,stumped,retired not out (hurt),team,year,strike_rate
12,AB de Villiers,2009-03-29,1,Australia,0.0,1.0,6,0,0,6,3.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,0.0
13,AB de Villiers,2009-06-07,1,Scotland,79.0,0.0,34,5,6,6,4.0,not out,False,True,False,False,False,False,False,False,South Africa,08-10,232.352941176
14,AB de Villiers,2009-06-09,1,New Zealand,15.0,0.0,8,2,0,0,6.0,not out,False,True,False,False,False,False,False,False,South Africa,08-10,187.5
15,AB de Villiers,2009-06-11,2,England,11.0,1.0,12,0,0,6,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,91.6666666667
16,AB de Villiers,2009-06-13,1,West Indies,17.0,1.0,10,2,0,1,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,170.0
17,AB de Villiers,2009-06-16,1,India,63.0,0.0,51,7,0,16,3.0,not out,False,True,False,False,False,False,False,False,South Africa,08-10,123.529411765
18,AB de Villiers,2009-06-18,2,Pakistan,1.0,1.0,5,0,0,4,4.0,bowled,False,False,False,True,False,False,False,False,South Africa,08-10,20.0
19,AB de Villiers,2009-11-13,2,England,10.0,0.0,10,1,0,3,4.0,not out,False,True,False,False,False,False,False,False,South Africa,08-10,100.0
20,AB de Villiers,2009-11-15,1,England,24.0,1.0,13,3,1,4,5.0,run out,False,False,False,False,False,True,False,False,South Africa,08-10,184.615384615
21,AB de Villiers,2010-05-02,2,India,31.0,1.0,15,1,3,3,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,206.666666667
22,AB de Villiers,2010-05-05,1,Afghanistan,17.0,1.0,21,1,1,12,4.0,stumped,False,False,False,False,False,False,True,False,South Africa,08-10,80.9523809524
23,AB de Villiers,2010-05-06,1,New Zealand,47.0,1.0,39,1,2,10,4.0,run out,False,False,False,False,False,True,False,False,South Africa,08-10,120.512820513
24,AB de Villiers,2010-05-08,2,England,5.0,1.0,9,0,0,5,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,55.5555555556
25,AB de Villiers,2010-05-10,2,Pakistan,53.0,1.0,42,1,2,11,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,126.19047619
26,AB de Villiers,2010-05-19,1,West Indies,11.0,1.0,16,0,0,7,4.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,68.75
27,AB de Villiers,2010-05-20,1,West Indies,19.0,1.0,17,1,1,9,3.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,111.764705882
28,AB de Villiers,2010-10-26,2,Pakistan,0.0,1.0,3,0,0,3,3.0,bowled,False,False,False,True,False,False,False,False,South Africa,08-10,0.0
29,AB de Villiers,2010-10-27,2,Pakistan,11.0,1.0,15,0,0,6,3.0,caught,True,False,False,False,False,False,False,False,South Africa,08-10,73.3333333333
30,AB de Villiers,2011-01-09,2,India,14.0,0.0,10,2,0,2,4.0,not out,False,True,False,False,False,False,False,False,South Africa,11-13,140.0
31,AB de Villiers,2012-02-17,1,New Zealand,8.0,1.0,17,0,0,9,4.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,47.0588235294
32,AB de Villiers,2012-02-19,2,New Zealand,39.0,0.0,38,4,0,14,4.0,not out,False,True,False,False,False,False,False,False,South Africa,11-13,102.631578947
33,AB de Villiers,2012-02-22,1,New Zealand,29.0,2.0,23,2,1,6,4.0,bowled,False,False,False,True,False,False,False,False,South Africa,11-13,126.086956522
34,AB de Villiers,2012-09-08,2,England,10.0,1.0,6,2,0,3,4.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,166.666666667
35,AB de Villiers,2012-09-12,2,England,2.0,1.0,3,0,0,1,4.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,66.6666666667
36,AB de Villiers,2012-09-22,1,Sri Lanka,30.0,1.0,14,1,2,2,4.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,214.285714286
37,AB de Villiers,2012-09-28,1,Pakistan,25.0,1.0,18,2,1,5,6.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,138.888888889
38,AB de Villiers,2012-09-30,1,Australia,21.0,1.0,26,0,0,7,5.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,80.7692307692
39,AB de Villiers,2012-10-02,2,India,13.0,1.0,13,2,0,8,3.0,bowled,False,False,False,True,False,False,False,False,South Africa,11-13,100.0
40,AB de Villiers,2013-03-03,2,Pakistan,36.0,1.0,24,4,2,12,1.0,bowled,False,False,False,True,False,False,False,False,South Africa,11-13,150.0
41,AB de Villiers,2013-08-02,1,Sri Lanka,15.0,1.0,16,2,0,7,5.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,93.75
42,AB de Villiers,2013-08-04,1,Sri Lanka,15.0,1.0,14,1,0,4,5.0,run out,False,False,False,False,False,True,False,False,South Africa,11-13,107.142857143
43,AB de Villiers,2013-08-06,1,Sri Lanka,1.0,0.0,1,0,0,0,5.0,not out,False,True,False,False,False,False,False,False,South Africa,11-13,100.0
44,AB de Villiers,2013-11-15,1,Pakistan,5.0,1.0,7,1,0,5,4.0,caught,True,False,False,False,False,False,False,False,South Africa,11-13,71.4285714286
45,AB de Villiers,2013-11-22,2,Pakistan,13.0,1.0,8,2,0,2,4.0,bowled,False,False,False,True,False,False,False,False,South Africa,11-13,162.5
46,AB de Villiers,2014-03-14,1,Australia,11.0,1.0,10,0,1,4,5.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,110.0
47,AB de Villiers,2014-03-22,2,Sri Lanka,24.0,1.0,17,3,0,6,4.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,141.176470588
48,AB de Villiers,2014-03-24,1,New Zealand,5.0,1.0,6,1,0,4,4.0,bowled,False,False,False,True,False,False,False,False,South Africa,14-16,83.3333333333
49,AB de Villiers,2014-03-27,1,Netherlands,21.0,1.0,21,1,0,6,4.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,100.0
50,AB de Villiers,2014-03-29,1,England,69.0,0.0,29,9,3,5,3.0,not out,False,True,False,False,False,False,False,False,South Africa,14-16,237.931034483
51,AB de Villiers,2014-04-04,1,India,10.0,1.0,8,1,0,3,5.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,125.0
52,AB de Villiers,2015-07-05,1,Bangladesh,2.0,0.0,6,0,0,5,1.0,not out,False,True,False,False,False,False,False,False,South Africa,14-16,33.3333333333
53,AB de Villiers,2015-07-07,1,Bangladesh,40.0,1.0,36,6,0,17,2.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,111.111111111
54,AB de Villiers,2015-08-14,2,New Zealand,33.0,1.0,21,5,0,6,3.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,157.142857143
55,AB de Villiers,2015-08-16,2,New Zealand,15.0,1.0,9,2,1,5,3.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,166.666666667
56,AB de Villiers,2015-10-02,2,India,51.0,3.0,34,7,1,12,2.0,bowled,False,False,False,True,False,False,False,False,South Africa,14-16,150.0
57,AB de Villiers,2015-10-05,2,India,19.0,1.0,23,2,0,12,1.0,bowled,False,False,False,True,False,False,False,False,South Africa,14-16,82.6086956522
58,AB de Villiers,2016-02-19 00:00:00,2,England,7.0,1.0,10,0,0,5,2.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,70.0
59,AB de Villiers,2016-02-21 00:00:00,2,England,71.0,1.0,31,6,6,11,1.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,229.032258065
60,AB de Villiers,2016-03-04 00:00:00,2,Australia,0.0,1.0,1,0,0,1,1.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,0.0
61,Aamir Kaleem,2015-07-25,1,Afghanistan,10.0,1.0,15,1,0,8,5.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,66.6666666667
62,Aamir Kaleem,2015-11-25,1,Hong Kong,42.0,0.0,34,4,1,12,5.0,not out,False,True,False,False,False,False,False,False,Oman,14-16,123.529411765
63,Aamir Kaleem,2015-11-26,1,Hong Kong,46.0,0.0,37,5,1,13,6.0,not out,False,True,False,False,False,False,False,False,Oman,14-16,124.324324324
64,Aamir Kaleem,2015-11-29,2,Afghanistan,11.0,1.0,10,1,0,3,6.0,stumped,False,False,False,False,False,False,True,False,Oman,14-16,110.0
65,Aamir Kaleem,2015-11-30,2,Afghanistan,8.0,1.0,6,1,0,2,6.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,133.333333333
66,Aamir Kaleem,2016-02-19 00:00:00,1,Hong Kong,19.0,1.0,12,1,1,2,5.0,bowled,False,False,False,True,False,False,False,False,Oman,14-16,158.333333333
67,Aamir Kaleem,2016-02-20 00:00:00,1,Afghanistan,13.0,2.0,17,0,0,4,4.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,76.4705882353
68,Aamir Kaleem,2016-02-22 00:00:00,2,United Arab Emirates,12.0,1.0,12,2,0,6,5.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,100.0
69,Aaqib Sulehri,2015-11-21,2,Hong Kong,12.0,1.0,14,1,0,7,2.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,85.7142857143
70,Aaqib Sulehri,2015-11-22,1,United Arab Emirates,16.0,1.0,15,3,0,8,2.0,stumped,False,False,False,False,False,False,True,False,Oman,14-16,106.666666667
71,Aaqib Sulehri,2015-11-26,1,Hong Kong,0.0,0.0,1,0,0,1,3.0,not out,False,True,False,False,False,False,False,False,Oman,14-16,0.0
72,Aaqib Sulehri,2015-11-30,2,Afghanistan,3.0,1.0,8,0,0,6,2.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,37.5
73,Aaqib Sulehri,2016-02-22 00:00:00,2,United Arab Emirates,4.0,1.0,3,1,0,2,3.0,caught,True,False,False,False,False,False,False,False,Oman,14-16,133.333333333
74,Aaron Finch,2011-01-12,1,England,15.0,0.0,15,1,0,4,5.0,not out,False,True,False,False,False,False,False,False,Australia,11-13,100.0
75,Aaron Finch,2011-01-14,1,England,53.0,0.0,33,4,2,11,6.0,not out,False,True,False,False,False,False,False,False,Australia,11-13,160.606060606
76,Aaron Finch,2012-02-03,1,India,36.0,0.0,24,6,0,8,2.0,not out,False,True,False,False,False,False,False,False,Australia,11-13,150.0
77,Aaron Finch,2013-01-26,1,Sri Lanka,1.0,1.0,3,0,0,2,2.0,caught,True,False,False,False,False,False,False,False,Australia,11-13,33.3333333333
78,Aaron Finch,2013-01-28,2,Sri Lanka,7.0,1.0,6,1,0,2,1.0,leg before wicket,False,False,True,False,False,False,False,False,Australia,11-13,116.666666667
79,Aaron Finch,2013-02-13,2,West Indies,4.0,1.0,6,0,0,3,1.0,bowled,False,False,False,True,False,False,False,False,Australia,11-13,66.6666666667
80,Aaron Finch,2013-08-29,1,England,156.0,1.0,65,11,14,17,2.0,bowled,False,False,False,True,False,False,False,False,Australia,11-13,240.0
81,Aaron Finch,2013-08-31,2,England,5.0,1.0,5,1,0,3,2.0,caught,True,False,False,False,False,False,False,False,Australia,11-13,100.0
82,Aaron Finch,2013-10-10,1,India,89.0,1.0,54,14,1,15,1.0,caught,True,False,False,False,False,False,False,False,Australia,11-13,164.814814815
83,Aaron Finch,2014-01-29,1,England,52.0,1.0,33,5,3,12,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,157.575757576
84,Aaron Finch,2014-01-31,2,England,10.0,1.0,11,2,0,7,2.0,leg before wicket,False,False,True,False,False,False,False,False,Australia,14-16,90.9090909091
85,Aaron Finch,2014-02-02,1,England,30.0,1.0,21,1,3,10,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,142.857142857
86,Aaron Finch,2014-03-12,2,South Africa,5.0,1.0,5,1,0,3,1.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,100.0
87,Aaron Finch,2014-03-14,2,South Africa,39.0,1.0,27,6,0,8,1.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,144.444444444
88,Aaron Finch,2014-03-23,2,Pakistan,65.0,1.0,54,7,2,22,2.0,bowled,False,False,False,True,False,False,False,False,Australia,14-16,120.37037037
89,Aaron Finch,2014-03-28,1,West Indies,16.0,1.0,11,2,1,6,1.0,bowled,False,False,False,True,False,False,False,False,Australia,14-16,145.454545455
90,Aaron Finch,2014-03-30,2,India,6.0,1.0,11,1,0,8,1.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,54.5454545455
91,Aaron Finch,2014-04-01,2,Bangladesh,71.0,1.0,46,7,4,16,1.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,154.347826087
92,Aaron Finch,2014-10-05,2,Pakistan,5.0,1.0,9,1,0,7,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,55.5555555556
93,Aaron Finch,2014-11-05,1,South Africa,14.0,1.0,11,2,0,5,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,127.272727273
94,Aaron Finch,2014-11-07,2,South Africa,44.0,0.0,32,8,0,14,2.0,not out,False,True,False,False,False,False,False,False,Australia,14-16,137.5
95,Aaron Finch,2014-11-09,2,South Africa,33.0,1.0,26,2,2,14,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,126.923076923
96,Aaron Finch,2016-01-26 00:00:00,2,India,44.0,1.0,35,4,2,17,1.0,leg before wicket,False,False,True,False,False,False,False,False,Australia,14-16,125.714285714
97,Aaron Finch,2016-01-29 00:00:00,2,India,74.0,0.0,49,8,2,15,1.0,not out,False,True,False,False,False,False,False,False,Australia,14-16,151.020408163
98,Aaron Finch,2016-03-04 00:00:00,1,South Africa,40.0,1.0,18,2,4,5,2.0,caught,True,False,False,False,False,False,False,False,Australia,14-16,222.222222222
99,Aaron Phangiso,2015-08-16,2,New Zealand,2.0,1.0,5,0,0,3,8.0,caught,True,False,False,False,False,False,False,False,South Africa,14-16,40.0
100,Aaron Redmond,2009-06-11,1,Ireland,63.0,1.0,30,13,0,8,2.0,leg before wicket,False,False,True,False,False,False,False,False,New Zealand,08-10,210.0
101,Aaron Redmond,2009-06-13,1,Pakistan,15.0,0.0,14,2,0,6,2.0,not out,False,True,False,False,False,False,False,False,New Zealand,08-10,107.142857143
102,Aaron Redmond,2009-06-16,2,Sri Lanka,23.0,1.0,13,3,1,5,2.0,caught,True,False,False,False,False,False,False,False,New Zealand,08-10,176.923076923
103,Aaron Redmond,2010-05-10,1,England,16.0,0.0,15,0,1,6,3.0,not out,False,True,False,False,False,False,False,False,New Zealand,08-10,106.666666667
104,Aaron Redmond,2010-05-22,1,Sri Lanka,8.0,0.0,10,1,0,5,2.0,not out,False,True,False,False,False,False,False,False,New Zealand,08-10,80.0
105,Aaron Redmond,2010-05-23,1,Sri Lanka,1.0,1.0,2,0,0,1,2.0,leg before wicket,False,False,True,False,False,False,False,False,New Zealand,08-10,50.0
106,Abdool Samad,2008-08-02,2,Netherlands,19.0,1.0,24,2,0,13,3.0,caught,True,False,False,False,False,False,False,False,Canada,08-10,79.1666666667
107,Abdool Samad,2008-08-03,1,Kenya,6.0,1.0,4,1,0,1,3.0,caught,True,False,False,False,False,False,False,False,Canada,08-10,150.0
108,Abdool Samad,2008-10-10,2,Pakistan,0.0,1.0,3,0,0,3,1.0,caught,True,False,False,False,False,False,False,False,Canada,08-10,0.0
109,Abdool Samad,2008-10-11,1,Zimbabwe,14.0,0.0,9,3,0,4,4.0,not out,False,True,False,False,False,False,False,False,Canada,08-10,155.555555556
110,Abdool Samad,2008-10-13,2,Zimbabwe,29.0,1.0,23,2,2,11,5.0,caught,True,False,False,False,False,False,False,False,Canada,08-10,126.086956522
111,Abdool Samad,2010-02-04,1,Afghanistan,26.0,1.0,32,1,1,15,3.0,bowled,False,False,False,True,False,False,False,False,Canada,08-10,81.25
112,Abdul Razzaq,2006-08-28,2,England,17.0,0.0,8,4,0,3,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,05-07,212.5
113,Abdul Razzaq,2007-02-02,1,South Africa,10.0,1.0,17,1,0,11,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,05-07,58.8235294118
114,Abdul Razzaq,2009-06-13,2,New Zealand,5.0,1.0,8,0,0,5,3.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,62.5
115,Abdul Razzaq,2009-06-15,1,Ireland,15.0,0.0,9,0,1,1,6.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,166.666666667
116,Abdul Razzaq,2009-06-18,1,South Africa,12.0,0.0,15,0,0,6,6.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,80.0
117,Abdul Razzaq,2009-08-12,1,Sri Lanka,25.0,0.0,17,3,0,4,6.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,147.058823529
118,Abdul Razzaq,2009-11-12,1,New Zealand,26.0,0.0,15,3,1,3,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,173.333333333
119,Abdul Razzaq,2009-11-13,1,New Zealand,0.0,1.0,1,0,0,1,6.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,0.0
120,Abdul Razzaq,2010-02-19,1,England,22.0,1.0,15,1,1,4,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,146.666666667
121,Abdul Razzaq,2010-02-20,2,England,46.0,0.0,18,0,5,1,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,255.555555556
122,Abdul Razzaq,2010-05-01,1,Bangladesh,6.0,0.0,5,0,0,1,4.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,120.0
123,Abdul Razzaq,2010-05-02,2,Australia,1.0,1.0,2,0,0,1,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,50.0
124,Abdul Razzaq,2010-05-06,1,England,10.0,1.0,12,0,1,7,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,83.3333333333
125,Abdul Razzaq,2010-05-08,2,New Zealand,29.0,1.0,31,1,3,20,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,93.5483870968
126,Abdul Razzaq,2010-05-10,1,South Africa,11.0,0.0,10,0,0,1,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,110.0
127,Abdul Razzaq,2010-05-14,1,Australia,12.0,1.0,10,0,1,4,6.0,run out,False,False,False,False,False,True,False,False,Pakistan,08-10,120.0
128,Abdul Razzaq,2010-07-05,1,Australia,7.0,1.0,11,0,0,5,7.0,bowled,False,False,False,True,False,False,False,False,Pakistan,08-10,63.6363636364
129,Abdul Razzaq,2010-07-06,1,Australia,3.0,0.0,3,0,0,0,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,100.0
130,Abdul Razzaq,2010-09-07,1,England,11.0,1.0,21,1,0,14,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,52.380952381
131,Abdul Razzaq,2010-10-26,1,South Africa,4.0,1.0,6,0,0,3,7.0,bowled,False,False,False,True,False,False,False,False,Pakistan,08-10,66.6666666667
132,Abdul Razzaq,2010-10-27,1,South Africa,25.0,1.0,31,0,2,16,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,80.6451612903
133,Abdul Razzaq,2010-12-26,1,New Zealand,1.0,1.0,5,0,0,4,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,20.0
134,Abdul Razzaq,2010-12-28,2,New Zealand,14.0,1.0,8,0,2,4,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,175.0
135,Abdul Razzaq,2010-12-30,1,New Zealand,34.0,0.0,11,3,3,2,7.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,309.090909091
136,Abdul Razzaq,2012-09-07,1,Australia,2.0,0.0,2,0,0,0,6.0,not out,False,True,False,False,False,False,False,False,Pakistan,11-13,100.0
137,Abdul Razzaq,2012-09-10,2,Australia,13.0,2.0,29,1,0,20,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,11-13,44.8275862069
138,Abdul Razzaq,2012-10-02,1,Australia,22.0,1.0,18,2,1,10,6.0,caught,True,False,False,False,False,False,False,False,Pakistan,11-13,122.222222222
139,Abdul Razzaq,2013-11-13,1,South Africa,10.0,2.0,17,1,0,10,7.0,caught,True,False,False,False,False,False,False,False,Pakistan,11-13,58.8235294118
140,Abdul Razzaq,2013-11-15,2,South Africa,0.0,1.0,1,0,0,1,7.0,bowled,False,False,False,True,False,False,False,False,Pakistan,11-13,0.0
141,Abdul Shakoor,2015-07-09,1,Scotland,1.0,1.0,3,0,0,2,6.0,caught,True,False,False,False,False,False,False,False,United Arab Emirates,14-16,33.3333333333
142,Abdul Shakoor,2015-07-10,1,Afghanistan,20.0,0.0,19,2,0,7,5.0,not out,False,True,False,False,False,False,False,False,United Arab Emirates,14-16,105.263157895
143,Abdul Shakoor,2015-07-12,1,Netherlands,7.0,1.0,12,0,0,6,5.0,bowled,False,False,False,True,False,False,False,False,United Arab Emirates,14-16,58.3333333333
144,Abdur Razzak,2007-09-15,1,South Africa,2.0,0.0,6,0,0,4,10.0,not out,False,True,False,False,False,False,False,False,Bangladesh,05-07,33.3333333333
145,Abdur Razzak,2007-09-18,2,Sri Lanka,5.0,1.0,12,0,0,8,10.0,caught,True,False,False,False,False,False,False,False,Bangladesh,05-07,41.6666666667
146,Abdur Razzak,2007-09-20,1,Pakistan,0.0,1.0,1,0,0,1,10.0,run out,False,False,False,False,False,True,False,False,Bangladesh,05-07,0.0
147,Abdur Razzak,2008-04-20,2,Pakistan,1.0,0.0,3,0,0,2,10.0,not out,False,True,False,False,False,False,False,False,Bangladesh,08-10,33.3333333333
148,Abdur Razzak,2008-11-05,2,South Africa,0.0,1.0,2,0,0,2,9.0,bowled,False,False,False,True,False,False,False,False,Bangladesh,08-10,0.0
149,Abdur Razzak,2010-05-05,2,Australia,3.0,0.0,8,0,0,6,11.0,not out,False,True,False,False,False,False,False,False,Bangladesh,08-10,37.5
150,Abdur Razzak,2011-10-11,2,West Indies,1.0,0.0,1,0,0,0,9.0,not out,False,True,False,False,False,False,False,False,Bangladesh,11-13,100.0
151,Abdur Razzak,2011-11-29,2,Pakistan,9.0,1.0,9,1,0,4,9.0,caught,True,False,False,False,False,False,False,False,Bangladesh,11-13,100.0
152,Abdur Razzak,2012-07-21,2,Ireland,3.0,0.0,5,0,0,2,9.0,not out,False,True,False,False,False,False,False,False,Bangladesh,11-13,60.0
153,Abdur Razzak,2012-07-24,2,Scotland,1.0,1.0,2,0,0,1,10.0,bowled,False,False,False,True,False,False,False,False,Bangladesh,11-13,50.0
154,Abdur Razzak,2012-07-26,1,Netherlands,2.0,1.0,3,0,0,2,9.0,caught,True,False,False,False,False,False,False,False,Bangladesh,11-13,66.6666666667
155,Abdur Razzak,2012-09-21,2,New Zealand,0.0,0.0,2,0,0,2,10.0,not out,False,True,False,False,False,False,False,False,Bangladesh,11-13,0.0
156,Abdur Razzak,2013-03-31,2,Sri Lanka,6.0,0.0,8,0,0,2,9.0,not out,False,True,False,False,False,False,False,False,Bangladesh,11-13,75.0
157,Abdur Razzak,2013-05-11,2,Zimbabwe,2.0,1.0,4,0,0,3,9.0,leg before wicket,False,False,True,False,False,False,False,False,Bangladesh,11-13,50.0
158,Abdur Razzak,2013-05-12,1,Zimbabwe,6.0,0.0,7,0,0,3,9.0,not out,False,True,False,False,False,False,False,False,Bangladesh,11-13,85.7142857143
159,Abdur Razzak,2013-11-06,2,New Zealand,0.0,1.0,1,0,0,1,10.0,bowled,False,False,False,True,False,False,False,False,Bangladesh,11-13,0.0
160,Abdur Razzak,2014-03-20,1,Hong Kong,0.0,1.0,1,0,0,1,9.0,caught,True,False,False,False,False,False,False,False,Bangladesh,14-16,0.0
161,Abdur Rehman,2007-02-02,1,South Africa,4.0,0.0,5,0,0,2,10.0,not out,False,True,False,False,False,False,False,False,Pakistan,05-07,80.0
162,Abdur Rehman,2010-05-08,2,New Zealand,2.0,1.0,3,0,0,1,8.0,caught,True,False,False,False,False,False,False,False,Pakistan,08-10,66.6666666667
163,Abdur Rehman,2010-05-10,1,South Africa,2.0,0.0,1,0,0,0,9.0,not out,False,True,False,False,False,False,False,False,Pakistan,08-10,200.0
164,Abdur Rehman,2011-04-21,2,West Indies,7.0,1.0,8,0,0,2,8.0,bowled,False,False,False,True,False,False,False,False,Pakistan,11-13,87.5
165,Abdur Rehman,2013-11-13,1,South Africa,7.0,2.0,12,0,0,5,9.0,run out,False,False,False,False,False,True,False,False,Pakistan,11-13,58.3333333333
166,Abu Hider,2016-01-22 00:00:00,2,Zimbabwe,14.0,1.0,10,1,1,4,9.0,caught,True,False,False,False,False,False,False,False,Bangladesh,14-16,140.0
167,Abul Hasan,2012-07-24,2,Scotland,9.0,1.0,9,1,0,4,9.0,bowled,False,False,False,True,False,False,False,False,Bangladesh,11-13,100.0
168,Abzal Dean,2008-10-12,2,Sri Lanka,7.0,1.0,10,0,0,5,11.0,caught,True,False,False,False,False,False,False,False,Canada,08-10,70.0
169,Abzal Dean,2013-11-26,2,Kenya,1.0,0.0,1,0,0,0,10.0,not out,False,True,False,False,False,False,False,False,Canada,11-13,100.0
170,Adam Gilchrist,2005-02-17,1,New Zealand,1.0,1.0,4,0,0,3,1.0,caught,True,False,False,False,False,False,False,False,Australia,05-07,25.0
171,Adam Gilchrist,2005-06-13,2,England,15.0,1.0,14,3,0,9,1.0,caught,True,False,False,False,False,False,False,False,Australia,05-07,107.142857143
172,Adam Gilchrist,2006-02-24,2,South Africa,1.0,1.0,3,0,0,2,1.0,leg before wicket,False,False,True,False,False,False,False,False,Australia,05-07,33.3333333333
